"corpus","file","row","axis","direction","screen","flags","evidence","text"
"source_pool","data/question-pools/axis6-reactivity.json","152","Reactivity","low-reactive","no_lexical_cue","","","I notice that I rarely feel the need to talk through my emotions to reduce their intensity."
"source_pool","data/question-pools/axis6-reactivity.json","153","Reactivity","low-reactive","no_lexical_cue","","","My nervous system seems to have a wide comfort zone that few experiences push me out of."
"source_pool","data/question-pools/axis6-reactivity.json","154","Reactivity","low-reactive","no_lexical_cue","","","I notice that my emotional reactions to the same type of event are remarkably consistent over time."
"source_pool","data/question-pools/axis6-reactivity.json","155","Reactivity","low-reactive","context_candidate","event","stressful; stress","I notice that I can re-enter a stressful situation after a break without the stress having compounded."
"source_pool","data/question-pools/axis6-reactivity.json","156","Reactivity","low-reactive","no_lexical_cue","","","I experience the ebb and flow of life at a volume that never requires me to adjust."
"source_pool","data/question-pools/axis6-reactivity.json","157","Reactivity","low-reactive","no_lexical_cue","","","I experience the sensation of calm not as something I achieve but as something I simply inhabit."
"source_pool","data/question-pools/axis6-reactivity.json","158","Reactivity","low-reactive","no_lexical_cue","","","My body stays in a state of relaxed readiness regardless of the emotional temperature around me."
"source_pool","data/question-pools/axis6-reactivity.json","159","Reactivity","low-reactive","context_candidate","event","interruptions","I notice that surprises, interruptions, and disruptions produce only a small ripple in my internal state."
"source_pool","data/question-pools/axis6-reactivity.json","160","Reactivity","low-reactive","no_lexical_cue","","","I notice that music, films, and stories move me intellectually more than they move me physically."
"source_pool","data/question-pools/axis6-reactivity.json","161","Reactivity","low-reactive","no_lexical_cue","","","My emotional system operates with a kind of quiet competence that I've come to trust."
"source_pool","data/question-pools/axis6-reactivity.json","162","Reactivity","low-reactive","no_lexical_cue","","","I notice that emotional content in conversations registers with me but doesn't alter my breathing or posture."
"source_pool","data/question-pools/axis6-reactivity.json","163","Reactivity","low-reactive","no_lexical_cue","","","I notice that I can compartmentalize emotional events and return to whatever I was doing without difficulty."
"source_pool","data/question-pools/axis6-reactivity.json","164","Reactivity","low-reactive","context_candidate","event","stress","I notice that I don't carry the physical tension patterns that many people associate with stress."
"source_pool","data/question-pools/axis6-reactivity.json","165","Reactivity","low-reactive","no_lexical_cue","","","I notice that waiting for important outcomes produces alertness in me, not agitation."
"source_pool","data/question-pools/axis6-reactivity.json","166","Reactivity","low-reactive","no_lexical_cue","","","I experience the feeling of being startled as a brief flash that dissipates almost immediately."
"source_pool","data/question-pools/axis6-reactivity.json","167","Reactivity","low-reactive","conditional_only","conditional_only","when","I notice that I can attend to multiple tasks even when something emotional is unresolved."
"source_pool","data/question-pools/axis6-reactivity.json","168","Reactivity","low-reactive","no_lexical_cue","","","I notice that I can be in the presence of someone who is deeply distressed without my own system mirroring their state."
"source_pool","data/question-pools/axis6-reactivity.json","169","Reactivity","low-reactive","no_lexical_cue","","","I notice that I can move from a difficult situation to a normal one without needing a transition period."
"source_pool","data/question-pools/axis6-reactivity.json","170","Reactivity","low-reactive","context_candidate","event","stress","I experience daily frustrations — traffic, delays, minor inconveniences — without a noticeable rise in my stress level."
"source_pool","data/question-pools/axis6-reactivity.json","171","Reactivity","low-reactive","no_lexical_cue","","","My emotional responses have a brevity to them — they arise, deliver their message, and recede."
"source_pool","data/question-pools/axis6-reactivity.json","172","Reactivity","low-reactive","no_lexical_cue","","","I experience the act of letting go of something as a natural, uncomplicated process."
"source_pool","data/question-pools/axis6-reactivity.json","173","Reactivity","low-reactive","no_lexical_cue","","","My internal state resembles a deep, slow river — there is movement, but it is steady and unhurried."
"source_pool","data/question-pools/axis6-reactivity.json","174","Reactivity","low-reactive","no_lexical_cue","","","My emotions feel like background music — always present, but never drowning out the rest of my experience."
"source_pool","data/question-pools/axis6-reactivity.json","175","Reactivity","low-reactive","no_lexical_cue","","","I experience the quiet moments of life — a still morning, a warm drink — with a gentle appreciation that never tips into intensity."
"source_pool","data/question-pools/axis6-reactivity.json","176","Reactivity","low-reactive","no_lexical_cue","","","I experience the conclusion of something I care about with a sense of readiness to move on."
"source_pool","data/question-pools/axis6-reactivity.json","177","Reactivity","low-reactive","no_lexical_cue","","","I notice that my sleep quality is rarely affected by emotional events from the preceding day."
"source_pool","data/question-pools/axis6-reactivity.json","178","Reactivity","low-reactive","conditional_only","conditional_only","after","I notice that I don't experience the emotional hangovers that others describe after intense days."
"source_pool","data/question-pools/axis6-reactivity.json","179","Reactivity","low-reactive","no_lexical_cue","","","My system seems to auto-regulate emotional intensity without requiring conscious effort."
"source_pool","data/question-pools/axis6-reactivity.json","180","Reactivity","low-reactive","no_lexical_cue","","","I notice that my emotional life, while not dramatic, is dependable and clear."
"live_questionnaire","data/questionnaires/q001.json","1","Social Attunement","hypo-attuned","context_candidate","setting","in a group","I rarely notice when someone is trying to impress a particular person in a group."
"live_questionnaire","data/questionnaires/q001.json","2","Agency","agentic","no_lexical_cue","","","I readily step in to mediate disputes by imposing a resolution."
"live_questionnaire","data/questionnaires/q001.json","3","Conscientiousness","spontaneous","conditional_only","conditional_only","when","I reschedule plans without guilt when something more important or interesting comes up."
"live_questionnaire","data/questionnaires/q001.json","4","Empathy","empathy","context_candidate","event","suffering","When I learn about suffering in a place I have never visited, the people affected matter to me."
"live_questionnaire","data/questionnaires/q001.json","5","Agency","yielding","context_candidate","setting","team","I am attracted to opportunities where I can blend into a well-functioning team."
"live_questionnaire","data/questionnaires/q001.json","6","Agency","yielding","conditional_only","conditional_only","when","I feel energized when the group collectively turns a situation around."
"live_questionnaire","data/questionnaires/q001.json","7","Reactivity","low-reactive","conditional_only","conditional_only","when","I tend to feel settled even when circumstances around me are in flux."
"live_questionnaire","data/questionnaires/q001.json","8","Conscientiousness","conscientious","no_lexical_cue","","","I tackle administrative tasks on a regular schedule so they never pile up."
"live_questionnaire","data/questionnaires/q001.json","9","Reactivity","high-reactive","no_lexical_cue","","","I notice that my emotional intensity ebbs and flows like weather systems rather than following a predictable pattern."
"live_questionnaire","data/questionnaires/q001.json","10","Self-Orientation","self-focus","no_lexical_cue","","","I feel that refining my personal aesthetic—in everything from clothing to home design—is a worthy pursuit."
"live_questionnaire","data/questionnaires/q001.json","11","Empathy","empathy","conditional_only","conditional_only","after","The felt weight of another person's hardship stays with me long after the encounter."
"live_questionnaire","data/questionnaires/q001.json","12","Reactivity","high-reactive","conditional_only","conditional_only","When","When I feel betrayed, the shock and hurt land in my body like a physical blow."
"live_questionnaire","data/questionnaires/q001.json","13","Self-Orientation","self-focus","conditional_only","conditional_only","if","I routinely choose the path of least resistance for myself, even if it requires more from others."
"live_questionnaire","data/questionnaires/q001.json","14","Agency","agentic","no_lexical_cue","","","I feel confident making decisions on behalf of a group."
"live_questionnaire","data/questionnaires/q001.json","15","Conscientiousness","conscientious","no_lexical_cue","","","I value knowing exactly where I stand on a project at all times."
"live_questionnaire","data/questionnaires/q001.json","16","Social Attunement","hyper-attuned","conditional_only","conditional_only","when","I notice when the pitch of a room changes because one dominant personality entered or left."
"live_questionnaire","data/questionnaires/q001.json","17","Reactivity","low-reactive","no_lexical_cue","","","I experience emotional pain as a dull awareness that fades predictably over time."
"live_questionnaire","data/questionnaires/q001.json","18","Empathy","detachment","no_lexical_cue","","","Someone's continuing hardship rarely matters to me once the news is old."
"live_questionnaire","data/questionnaires/q001.json","19","Reactivity","low-reactive","conditional_only","conditional_only","after","I notice that I don't experience the emotional hangovers that others describe after intense days."
"live_questionnaire","data/questionnaires/q001.json","20","Reactivity","high-reactive","conditional_only","conditional_only","When","When someone shares good news, my own excitement can rival theirs in intensity."
"live_questionnaire","data/questionnaires/q001.json","21","Agency","agentic","context_candidate","setting","in a group","I notice that people look to me to set the standard of effort in a group."
"live_questionnaire","data/questionnaires/q001.json","22","Social Attunement","hyper-attuned","conditional_only","conditional_only","when","I sense when someone is listening with the intent to find a weakness in what is being said."
"live_questionnaire","data/questionnaires/q001.json","23","Social Attunement","hypo-attuned","context_candidate","setting","in a group","I rarely notice the social dynamics of who pays for what in a group."
"live_questionnaire","data/questionnaires/q001.json","24","Conscientiousness","spontaneous","no_lexical_cue","","","I focus entirely on the task at hand and clean up everything at the end in one pass."
"live_questionnaire","data/questionnaires/q001.json","25","Conscientiousness","spontaneous","conditional_only","conditional_only","when","I thrive when I can respond to whatever the moment presents rather than sticking to a predetermined path."
"live_questionnaire","data/questionnaires/q001.json","26","Self-Orientation","altruism","no_lexical_cue","","","I find deep satisfaction in making personal sacrifices for the benefit of my community."
"live_questionnaire","data/questionnaires/q001.json","27","Empathy","empathy","no_lexical_cue","","","The more I learn about what someone is going through, the stronger my wish to help them."
"live_questionnaire","data/questionnaires/q001.json","28","Empathy","detachment","no_lexical_cue","","","Others' hardships sometimes leave me without much wish to help."
"live_questionnaire","data/questionnaires/q001.json","29","Empathy","detachment","no_lexical_cue","","","Someone else's grief rarely makes me want to comfort them."
"live_questionnaire","data/questionnaires/q001.json","30","Self-Orientation","altruism","no_lexical_cue","","","I tend to measure my worth by how much I've contributed to others, not by what I've accumulated."
"live_questionnaire","data/questionnaires/q001.json","31","Self-Orientation","altruism","no_lexical_cue","","","I routinely offer to handle the least glamorous tasks in any group effort."
"live_questionnaire","data/questionnaires/q001.json","32","Self-Orientation","self-focus","conditional_only","conditional_only","when","I tend to keep a running tally of my personal wins and review them when I need motivation."
"live_questionnaire","data/questionnaires/q001.json","33","Conscientiousness","conscientious","no_lexical_cue","","","I find it satisfying to bring order to something that was previously disorganized."
"live_questionnaire","data/questionnaires/q001.json","34","Agency","yielding","no_lexical_cue","","","I often find that I help the group define what success looks like together."
"live_questionnaire","data/questionnaires/q001.json","35","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I tend to be surprised when someone tells me about interpersonal tension I had not noticed."
"live_questionnaire","data/questionnaires/q001.json","36","Social Attunement","hyper-attuned","conditional_only","conditional_only","when","I notice when someone carefully chooses words to avoid offending a specific person in the room."
"live_questionnaire","data/questionnaires/q002.json","1","Agency","yielding","no_lexical_cue","","","I find it satisfying to maintain cohesion as the group moves forward."
"live_questionnaire","data/questionnaires/q002.json","2","Social Attunement","hyper-attuned","context_candidate","setting","in a conversation","I notice when the physical distance between two people in a conversation is slightly greater than normal and read the reason for it."
"live_questionnaire","data/questionnaires/q002.json","3","Conscientiousness","conscientious","no_lexical_cue","","","I schedule appointments with buffer time between them to avoid feeling rushed."
"live_questionnaire","data/questionnaires/q002.json","4","Conscientiousness","conscientious","no_lexical_cue","","","I consistently set long-term goals and build step-by-step plans to reach them."
"live_questionnaire","data/questionnaires/q002.json","5","Empathy","empathy","no_lexical_cue","","","Other people's hardships tend to matter to me."
"live_questionnaire","data/questionnaires/q002.json","6","Self-Orientation","self-focus","no_lexical_cue","","","I tend to pick vacations based on what I want to see and do, not on what others prefer."
"live_questionnaire","data/questionnaires/q002.json","7","Conscientiousness","spontaneous","no_lexical_cue","","","I redesign my approach each time I encounter a new problem rather than applying a formula."
"live_questionnaire","data/questionnaires/q002.json","8","Reactivity","high-reactive","conditional_only","conditional_only","when","I notice that when I feel passionate about something, it becomes all-consuming rather than a background interest."
"live_questionnaire","data/questionnaires/q002.json","9","Empathy","empathy","context_candidate","event","suffering","When suffering is described in abstract terms, I still want something to improve for those affected."
"live_questionnaire","data/questionnaires/q002.json","10","Reactivity","low-reactive","context_candidate","event","interruptions","I notice that surprises, interruptions, and disruptions produce only a small ripple in my internal state."
"live_questionnaire","data/questionnaires/q002.json","11","Empathy","detachment","no_lexical_cue","","","Small hardships in other people's lives rarely matter to me."
"live_questionnaire","data/questionnaires/q002.json","12","Agency","yielding","no_lexical_cue","","","I bring concerns about a plan to the group rather than canceling it myself."
"live_questionnaire","data/questionnaires/q002.json","13","Social Attunement","hyper-attuned","conditional_only","conditional_only","when","I sense when someone is being conspicuously silent to make their absence from the conversation felt."
"live_questionnaire","data/questionnaires/q002.json","14","Self-Orientation","self-focus","no_lexical_cue","","","I routinely evaluate friendships by whether they contribute to my personal development."
"live_questionnaire","data/questionnaires/q002.json","15","Agency","agentic","conditional_only","conditional_only","when","I am inclined to enforce standards even when the group has not explicitly agreed to them."
"live_questionnaire","data/questionnaires/q002.json","16","Self-Orientation","altruism","context_candidate","relationship; event","loved one; emergency; crisis","I would deplete my emergency fund to help a loved one avoid a crisis."
"live_questionnaire","data/questionnaires/q002.json","17","Agency","agentic","context_candidate","setting","team","I feel a surge of energy when I declare a new direction for a team."
"live_questionnaire","data/questionnaires/q002.json","18","Conscientiousness","spontaneous","context_candidate","event","unexpected","I take pride in my ability to think on my feet and handle the unexpected."
"live_questionnaire","data/questionnaires/q002.json","19","Reactivity","low-reactive","no_lexical_cue","","","I notice that my body stays relaxed in situations that make other people tense."
"live_questionnaire","data/questionnaires/q002.json","20","Social Attunement","hyper-attuned","conditional_only","conditional_only","when","I notice when someone adopts a casual posture to deliberately lower the perceived stakes of a conversation."
"live_questionnaire","data/questionnaires/q002.json","21","Social Attunement","hypo-attuned","no_lexical_cue","","","I prefer straightforward conversations where everything is on the table."
"live_questionnaire","data/questionnaires/q002.json","22","Agency","agentic","context_candidate","setting","team","I prefer to own the relationship with external partners on behalf of the team."
"live_questionnaire","data/questionnaires/q002.json","23","Reactivity","low-reactive","no_lexical_cue","","","I notice that I don't get swept up in the emotional energy of crowds or groups."
"live_questionnaire","data/questionnaires/q002.json","24","Empathy","empathy","context_candidate","event","suffering","It is hard for me to stop thinking about someone who is suffering."
"live_questionnaire","data/questionnaires/q002.json","25","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I tend not to register when a group's dynamic shifts because of a new piece of information."
"live_questionnaire","data/questionnaires/q002.json","26","Self-Orientation","self-focus","no_lexical_cue","","","I routinely keep a list of personal achievements and review it for motivation."
"live_questionnaire","data/questionnaires/q002.json","27","Empathy","detachment","conditional_only","conditional_only","When","When several people need help, none of their situations weighs on me much."
"live_questionnaire","data/questionnaires/q002.json","28","Reactivity","high-reactive","conditional_only","conditional_only","When","When something touches me, the feeling doesn't just visit — it moves in and stays."
"live_questionnaire","data/questionnaires/q002.json","29","Empathy","detachment","no_lexical_cue","","","Hearing that someone has died or been badly hurt leaves me with little wish to reach out."
"live_questionnaire","data/questionnaires/q002.json","30","Conscientiousness","spontaneous","no_lexical_cue","","","Five-year plans seem pointless to me because so much changes that they quickly become irrelevant."
"live_questionnaire","data/questionnaires/q002.json","31","Agency","yielding","context_candidate","setting","team","I like when the scope of work is something the whole team defines together."
"live_questionnaire","data/questionnaires/q002.json","32","Reactivity","high-reactive","conditional_only","conditional_only","before","I experience the arrival of strong emotion as a wave that crests before I can brace for it."
"live_questionnaire","data/questionnaires/q002.json","33","Self-Orientation","altruism","context_candidate","relationship","close to me","I would postpone my own goals indefinitely if someone close to me needed my help."
"live_questionnaire","data/questionnaires/q002.json","34","Conscientiousness","conscientious","conditional_only","conditional_only","when","I leave detailed notes for my future self when pausing a project mid-stream."
"live_questionnaire","data/questionnaires/q002.json","35","Social Attunement","hypo-attuned","no_lexical_cue","","","I rarely detect the difference between someone making small talk and someone trying to connect."
"live_questionnaire","data/questionnaires/q002.json","36","Self-Orientation","altruism","no_lexical_cue","","","I instinctively offer my seat, my place in line, or my turn to someone else."
"live_questionnaire","data/questionnaires/q003.json","1","Empathy","empathy","no_lexical_cue","","","Other people's small hardships often matter to me too."
"live_questionnaire","data/questionnaires/q003.json","2","Reactivity","high-reactive","no_lexical_cue","","","I experience guilt as a heavy, nauseating weight that settles in my gut and stays."
"live_questionnaire","data/questionnaires/q003.json","3","Self-Orientation","self-focus","no_lexical_cue","","","I routinely set ambitious goals for myself and dedicate significant effort to reaching them."
"live_questionnaire","data/questionnaires/q003.json","4","Self-Orientation","altruism","conditional_only","conditional_only","when","I prefer to let others take credit even when I did most of the work."
"live_questionnaire","data/questionnaires/q003.json","5","Empathy","detachment","context_candidate","relationship","friend","When a friend is hurting, my wish to help is often weaker than I expect it to be."
"live_questionnaire","data/questionnaires/q003.json","6","Empathy","empathy","conditional_only","conditional_only","When","When someone tells me about a painful loss, I want to comfort them."
"live_questionnaire","data/questionnaires/q003.json","7","Conscientiousness","spontaneous","conditional_only","conditional_only","if","I schedule things back-to-back and adjust on the fly if something runs over."
"live_questionnaire","data/questionnaires/q003.json","8","Empathy","detachment","conditional_only","conditional_only","when","I feel little concern when I hear that someone has been badly hurt."
"live_questionnaire","data/questionnaires/q003.json","9","Social Attunement","hyper-attuned","conditional_only","conditional_only","when","I notice when a person clenches or unclenches their hands in rhythm with the emotional intensity of a conversation."
"live_questionnaire","data/questionnaires/q003.json","10","Conscientiousness","conscientious","no_lexical_cue","","","I use a decision journal to record significant choices and revisit them later."
"live_questionnaire","data/questionnaires/q003.json","11","Social Attunement","hypo-attuned","context_candidate","setting","in a conversation","I tend not to register the social dynamics of who gets the last word in a conversation."
"live_questionnaire","data/questionnaires/q003.json","12","Social Attunement","hyper-attuned","conditional_only","conditional_only","before","I am attuned to the silent negotiations that happen before a group makes a decision."
"live_questionnaire","data/questionnaires/q003.json","13","Social Attunement","hypo-attuned","conditional_only","conditional_only","when; before","I do not usually notice when a person glances at their companion for confirmation before committing to a plan."
"live_questionnaire","data/questionnaires/q003.json","14","Agency","yielding","context_candidate","setting","team","I prefer that new team members be selected by the whole team together."
"live_questionnaire","data/questionnaires/q003.json","15","Agency","agentic","conditional_only","conditional_only","when","I feel compelled to act when I see inefficiency or lack of direction."
"live_questionnaire","data/questionnaires/q003.json","16","Social Attunement","hyper-attuned","conditional_only","conditional_only","when","I notice when someone repeats a phrase another person used earlier to build rapport or to mock them."
"live_questionnaire","data/questionnaires/q003.json","17","Reactivity","low-reactive","no_lexical_cue","","","I experience the sensation of calm not as something I achieve but as something I simply inhabit."
"live_questionnaire","data/questionnaires/q003.json","18","Conscientiousness","spontaneous","no_lexical_cue","","","I gauge my productivity by how energized I feel, not by a tally of completed items."
"live_questionnaire","data/questionnaires/q003.json","19","Empathy","detachment","no_lexical_cue","","","Once a hard moment for someone has passed, I rarely give their wellbeing another thought."
"live_questionnaire","data/questionnaires/q003.json","20","Conscientiousness","conscientious","context_candidate","event","deadline","I rarely miss a deadline because I build buffer time into my schedules."
"live_questionnaire","data/questionnaires/q003.json","21","Agency","yielding","no_lexical_cue","","","I find it natural to sit back and let the group work through its process."
"live_questionnaire","data/questionnaires/q003.json","22","Self-Orientation","self-focus","no_lexical_cue","","","I find that eating alone at my favorite restaurant is a perfectly worthwhile way to spend an evening."
"live_questionnaire","data/questionnaires/q003.json","23","Conscientiousness","conscientious","no_lexical_cue","","","I update my to-do list throughout the day as new tasks surface."
"live_questionnaire","data/questionnaires/q003.json","24","Reactivity","low-reactive","no_lexical_cue","","","I experience the ups and downs of life as gentle undulations rather than dramatic swings."
"live_questionnaire","data/questionnaires/q003.json","25","Reactivity","low-reactive","context_candidate","event","stress; stressful","I rarely experience the physiological markers of stress even in stressful situations."
"live_questionnaire","data/questionnaires/q003.json","26","Agency","agentic","no_lexical_cue","","","I enjoy the sense of being indispensable to a project's direction."
"live_questionnaire","data/questionnaires/q003.json","27","Agency","yielding","no_lexical_cue","","","I share my perspective and then genuinely let the group weigh all viewpoints equally."
"live_questionnaire","data/questionnaires/q003.json","28","Reactivity","high-reactive","no_lexical_cue","","","Even reading about an intense event can produce a strong physical reaction in me."
"live_questionnaire","data/questionnaires/q003.json","29","Reactivity","high-reactive","no_lexical_cue","","","I am the kind of person who can be brought to tears by a commercial."
"live_questionnaire","data/questionnaires/q003.json","30","Self-Orientation","self-focus","no_lexical_cue","","","I feel that it is healthy and right to put my own needs first in most situations."
"live_questionnaire","data/questionnaires/q003.json","31","Social Attunement","hypo-attuned","no_lexical_cue","","","I do not usually pick up on whether someone is genuinely enthusiastic or just being polite."
"live_questionnaire","data/questionnaires/q003.json","32","Self-Orientation","altruism","conditional_only","conditional_only","if","I would happily take a pay cut if it meant funding a cause I care about."
"live_questionnaire","data/questionnaires/q003.json","33","Conscientiousness","spontaneous","no_lexical_cue","","","I trust my gut instincts more than any amount of advance preparation."
"live_questionnaire","data/questionnaires/q003.json","34","Agency","agentic","conditional_only","conditional_only","when","I find myself correcting course when I think a group is going the wrong way."
"live_questionnaire","data/questionnaires/q003.json","35","Self-Orientation","altruism","no_lexical_cue","","","I routinely reduce my own workload expectations so I can pitch in where others are struggling."
"live_questionnaire","data/questionnaires/q003.json","36","Empathy","empathy","context_candidate","event","suffering","Knowing that people are still suffering keeps their wellbeing important to me after public attention has moved on."
"live_questionnaire","data/questionnaires/q004.json","1","Reactivity","high-reactive","context_candidate","event","stressful","My body seems to store emotional charge that I can feel building over the course of a stressful week."
"live_questionnaire","data/questionnaires/q004.json","2","Conscientiousness","conscientious","context_candidate","event","conflict","I prioritize long-term wellbeing over short-term pleasure when the two conflict."
"live_questionnaire","data/questionnaires/q004.json","3","Empathy","detachment","context_candidate","event","suffering","When I understand why someone is suffering, I still rarely want their situation to change."
"live_questionnaire","data/questionnaires/q004.json","4","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I find it hard to tell when someone is genuinely asking for my opinion versus looking for validation."
"live_questionnaire","data/questionnaires/q004.json","5","Agency","yielding","no_lexical_cue","","","I see my job as walking the path alongside the group, wherever it leads."
"live_questionnaire","data/questionnaires/q004.json","6","Social Attunement","hyper-attuned","conditional_only","conditional_only","when","I detect when someone uses vague language like 'some people think' to express their own opinion without owning it."
"live_questionnaire","data/questionnaires/q004.json","7","Conscientiousness","conscientious","no_lexical_cue","","","I maintain an archive of past work so I can reference and build on it."
"live_questionnaire","data/questionnaires/q004.json","8","Reactivity","low-reactive","no_lexical_cue","","","My emotional system operates with a kind of quiet competence that I've come to trust."
"live_questionnaire","data/questionnaires/q004.json","9","Self-Orientation","self-focus","no_lexical_cue","","","I routinely visualize my own future success and make decisions to bring that vision closer."
"live_questionnaire","data/questionnaires/q004.json","10","Self-Orientation","altruism","conditional_only","conditional_only","when","I feel most fulfilled when I have given away more than I have kept."
"live_questionnaire","data/questionnaires/q004.json","11","Empathy","empathy","conditional_only","conditional_only","When","When I think again about a hardship someone faces, I still want them to find relief."
"live_questionnaire","data/questionnaires/q004.json","12","Agency","yielding","no_lexical_cue","","","I view deferring to others as a service to the group."
"live_questionnaire","data/questionnaires/q004.json","13","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I find it hard to tell when someone is being sarcastic versus sincere."
"live_questionnaire","data/questionnaires/q004.json","14","Empathy","empathy","context_candidate","event","suffering","Others' suffering matters to me whatever mood I am in."
"live_questionnaire","data/questionnaires/q004.json","15","Conscientiousness","spontaneous","no_lexical_cue","","","I often have multiple projects going at once and move between them as my interest dictates."
"live_questionnaire","data/questionnaires/q004.json","16","Social Attunement","hyper-attuned","context_candidate","setting","in a meeting","I sense when the real decision-maker in a meeting is not the person with the highest title."
"live_questionnaire","data/questionnaires/q004.json","17","Conscientiousness","conscientious","no_lexical_cue","","","I compare my current progress to my original timeline to gauge whether I'm ahead or behind."
"live_questionnaire","data/questionnaires/q004.json","18","Empathy","empathy","no_lexical_cue","","","Hearing that someone has been badly hurt leaves me wanting to reach out to them."
"live_questionnaire","data/questionnaires/q004.json","19","Social Attunement","hypo-attuned","no_lexical_cue","","","I focus on the explicit agenda of a meeting rather than the interpersonal dynamics."
"live_questionnaire","data/questionnaires/q004.json","20","Empathy","detachment","conditional_only","conditional_only","when","Even when I know I could easily help someone in pain, I feel little wish to."
"live_questionnaire","data/questionnaires/q004.json","21","Self-Orientation","self-focus","no_lexical_cue","","","I tend to ask for the raise, the upgrade, or the better deal without hesitation."
"live_questionnaire","data/questionnaires/q004.json","22","Empathy","detachment","no_lexical_cue","","","Someone's ongoing hardship rarely stays on my mind once I am no longer with them."
"live_questionnaire","data/questionnaires/q004.json","23","Reactivity","high-reactive","conditional_only","conditional_only","before","My body is always the first to tell me how I'm feeling, often before I have words for it."
"live_questionnaire","data/questionnaires/q004.json","24","Conscientiousness","spontaneous","conditional_only","conditional_only","during","I focus on the conversation during meetings and trust the key points will stick."
"live_questionnaire","data/questionnaires/q004.json","25","Self-Orientation","altruism","conditional_only","conditional_only","if","I would give up a cherished personal goal if doing so served a greater collective need."
"live_questionnaire","data/questionnaires/q004.json","26","Self-Orientation","altruism","conditional_only","conditional_only","before","I tend to donate or share resources before setting aside savings for myself."
"live_questionnaire","data/questionnaires/q004.json","27","Reactivity","high-reactive","conditional_only","conditional_only","When","When I'm in a beautiful place, the experience can feel almost painfully vivid."
"live_questionnaire","data/questionnaires/q004.json","28","Agency","agentic","no_lexical_cue","","","I feel a strong pull to shape the agenda of any group I am part of."
"live_questionnaire","data/questionnaires/q004.json","29","Reactivity","low-reactive","no_lexical_cue","","","My emotional spectrum is real and present but it operates in pastel tones rather than neon."
"live_questionnaire","data/questionnaires/q004.json","30","Conscientiousness","spontaneous","no_lexical_cue","","","I negotiate and make requests without scripted fallbacks, adapting to the flow of conversation."
"live_questionnaire","data/questionnaires/q004.json","31","Agency","yielding","conditional_only","conditional_only","before","I prefer that ground rules emerge from group discussion before activity begins."
"live_questionnaire","data/questionnaires/q004.json","32","Reactivity","low-reactive","conditional_only","conditional_only","before","I experience the anticipation before a big moment as a mild heightening of attention, not a surge of adrenaline."
"live_questionnaire","data/questionnaires/q004.json","33","Agency","agentic","no_lexical_cue","","","I tend to make executive decisions about scope changes mid-project."
"live_questionnaire","data/questionnaires/q004.json","34","Social Attunement","hyper-attuned","conditional_only","conditional_only","when","I detect when someone is subtly seeking validation in the way they tell a story."
"live_questionnaire","data/questionnaires/q004.json","35","Self-Orientation","self-focus","no_lexical_cue","","","I feel that taking a solo trip to recharge is more valuable than a group vacation."
"live_questionnaire","data/questionnaires/q004.json","36","Agency","agentic","no_lexical_cue","","","I enjoy being the public face of a group effort."
"live_questionnaire","data/questionnaires/q005.json","1","Conscientiousness","conscientious","no_lexical_cue","","","I schedule regular maintenance for my car, home, and other possessions."
"live_questionnaire","data/questionnaires/q005.json","2","Self-Orientation","self-focus","no_lexical_cue","","","I tend to accept praise graciously and use it as fuel for further personal achievement."
"live_questionnaire","data/questionnaires/q005.json","3","Self-Orientation","altruism","context_candidate","relationship","family","I would take on a second job to support a family member's dream."
"live_questionnaire","data/questionnaires/q005.json","4","Self-Orientation","altruism","context_candidate","relationship","friend","I find that spending an afternoon helping a friend move is more rewarding than spending it on my own pursuits."
"live_questionnaire","data/questionnaires/q005.json","5","Social Attunement","hypo-attuned","conditional_only","conditional_only","when; during","I do not usually notice when someone is nervous during a conversation unless they say so."
"live_questionnaire","data/questionnaires/q005.json","6","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I find it hard to detect when someone is being supportive on the surface but competitive underneath."
"live_questionnaire","data/questionnaires/q005.json","7","Social Attunement","hyper-attuned","conditional_only","conditional_only","when","I notice when an email is bcc'd to someone based on the overly formal tone."
"live_questionnaire","data/questionnaires/q005.json","8","Self-Orientation","self-focus","no_lexical_cue","","","I routinely turn down invitations that do not serve my personal interests or growth."
"live_questionnaire","data/questionnaires/q005.json","9","Empathy","empathy","conditional_only","conditional_only","When","When I recognize that someone could be seriously hurt, preventing that harm matters to me personally."
"live_questionnaire","data/questionnaires/q005.json","10","Empathy","empathy","context_candidate","event","suffering","When someone is suffering, its claim on me is immediate; I don't need a further reason."
"live_questionnaire","data/questionnaires/q005.json","11","Reactivity","high-reactive","conditional_only","conditional_only","When","When I connect deeply with someone, the intensity of that bond registers as a physical sensation."
"live_questionnaire","data/questionnaires/q005.json","12","Agency","agentic","conditional_only","conditional_only","before","I prefer to set the ground rules before any group activity begins."
"live_questionnaire","data/questionnaires/q005.json","13","Reactivity","high-reactive","context_candidate","event","stressful","I can feel the residue of a stressful phone call still buzzing in my body an hour later."
"live_questionnaire","data/questionnaires/q005.json","14","Social Attunement","hyper-attuned","conditional_only","conditional_only","when","I can sense when two people are pretending to get along but actually dislike each other."
