"baseline_commit","source_row_1_based","pole_direction","affective_tag","cognitive_tag","wording_score","question_sha256"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","830","detachment","false","true","2.890","64461a0d940ebb0d7257df318f87d62a48bb70f4dbb4d3fc18e7cd4c679fef88"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","831","empathy","true","true","1.935","1fcf38280153dd64560f2c4916deb716d2fd770ed82eebfbf56d5cc48f6b2a5d"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","836","detachment","true","true","3.545","0131439f6031850cd56bb5a972f8f7faa7c4dbc92b8d9114771ceae72b768c81"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","843","empathy","true","false","2.235","13f07193045f18f44c3a60c84d2ddb50b57a60d6fbeea42e5b3076ba865b8a7f"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","845","empathy","false","true","1.825","4af56708a21acf8fcc6a8585db4f1fb9d12ed417cce58d71a0830c54578be8d0"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","846","detachment","true","false","2.890","0948983e89f03b47aa2ff797aa2f8b3cbabc85f770a3f29be147ed6faf2bde0a"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","848","detachment","true","true","2.670","e47aeecd96a058d7312f687a60f48e92fe58f5d1f1be167640f6047bb27daa58"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","854","detachment","true","false","2.835","5b25b26d35bc2c67b5c6331f12eb2a04751141d91cd1688876f636df855b9eba"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","860","detachment","true","false","3.000","8fe0d637a8ff397af2b06c3d9239d28f4ed2e100a17b94d325ab94b0b9dc2813"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","861","empathy","true","false","2.835","dd8f6d3da0a7007ebcc059f71faed1c175f2a63bf2a913b305311f1e5dfb59d8"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","864","detachment","true","false","3.000","361f1b8f5c0024b5c97759b02f1ee39ee1904b4f0116b475858b387b74b28d92"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","866","detachment","true","true","2.945","c386f548c3dec9c7bb992b719d58f7b640ffa02aac854ba7afe043a1d9da7db5"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","872","detachment","true","true","3.000","4ae878ba836145c59cba3bfa8c55398941aaeb46f0d592129aa92032acca6943"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","873","empathy","true","false","2.090","9e691a6f9250e1bc3983ff40d7f967f2edcfa21b9722bbbdf42bf8159fb1fb99"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","878","detachment","true","false","2.945","64df52a3befc3d63fc78181681cd6898617bbf74a80deb707aad26f525970469"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","884","detachment","true","true","2.835","ea098d49d735e117f427102b419be8ef432b44ad558b11a61e662947f620404e"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","886","detachment","false","true","1.990","128ca185a61ea901989d8111dc747c67fc83a756479981edfe9d82578a5b4b6e"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","890","detachment","true","false","2.725","6dc610e0b34f2143c7ea6923414d94cb5eaf54cbbb1968728d5372e981f9a252"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","891","empathy","true","false","2.345","efeb45234fd699327c8244b587144c2c5aff703075f2de1a2102294c4a478670"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","896","detachment","false","true","2.780","e03c3c3ce42910894e125ac072eede707154c0b183d9ea58c960c3a68b0ee0c8"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","897","empathy","true","false","2.235","2b66a96aebbbe99d4918ca8555b89f4973ba198a2d6e19a2ab711fc5a6184922"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","900","detachment","true","false","3.215","fe09dbb6c6ef27eb633982da9cb88ee3c6a6077fd1594f356b2d41ee43969ed0"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","902","detachment","true","false","2.890","dca4b4e0634b065a155bfcc04855e0c308503d71b676edd87c54355538c277e0"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","903","empathy","true","false","2.235","1098ceecb1b4c8e64f341086c5527bf06f33e5921f156a79f86f73dfbf895067"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","908","detachment","false","true","2.670","18e9a483bca1dd73d67ffe0b8cf9a0c561a7e92f8e1b933fc72042120d0afc6d"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","914","detachment","true","true","2.945","3deb6dd55c639391c20b84cda4adf1f5f306b4c6e936fadb4cc2f34ec3000fd5"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","918","detachment","true","false","2.780","1b313120f2e29aecb289b296797c3e33df1ecd4359d2585a874f81262440c9e0"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","920","detachment","false","true","2.890","0c6086f89fe385d953f2d9edd77b1a0dba908c8dc66c01729dc7acd931f36d7d"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","921","empathy","true","false","2.345","bcdd7712a9b59486a8dfa2347674166bec3772e7f567a3bad16c4ceb37e7a277"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","926","detachment","true","true","2.835","d02f4ca86d45e8c13731d60df70e751b8086221535fe5aa077803237e5a81692"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","927","empathy","true","true","2.290","eef9bfb82ad3f95b2cf455bcf25569cb3974b53e09c81412d6b12831a360032b"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","932","detachment","true","false","2.590","f6e1542ceccc55c241e2dac920de2e1de09d3a007bfcf4730f9a129335ffd8d5"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","933","empathy","true","true","2.345","c60ca165beda0a3beedaacfc15ea7186c7d7b07759a5a4c00a3f9a183a380213"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","936","detachment","true","true","2.835","7bd2096169ec6b16fb26cf88f968df4ee796005312fb92dff81f860406fcc380"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","938","detachment","true","true","3.000","89df564e556ea63d5d3a010f542c24fb1aa93309698eb6616cd3967315a9ee20"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","939","empathy","true","true","2.345","59d278315e6d3e165510a4b11340232272d2ec49f9d030a35cab949da4ae3d44"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","943","empathy","true","true","1.390","a9b0830eece396333f760f28027338219246c0a7697880fd3b25f9ffd0da9d3f"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","944","detachment","true","false","2.835","86e483982938f569d9803e1dee29b8c515bef6146369b75f6fedac00154b382f"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","950","detachment","true","false","2.670","ab0b6469114cde4b506c4f32f7ac49fab8bff006ced7dc3cbd646026253f2d2f"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","954","detachment","true","false","2.890","6ed169b40fa2b8ec3f27d588ec799efd34e81ae5c8676c30d317502f3fe57fca"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","962","detachment","true","true","2.945","e03458afc6aae78e7b654a33cb39de5057cd3e00e304188f313e812ebdf2b724"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","964","detachment","true","false","2.425","1f21f8609b33ce7c90a52b2ffb4dd400043473152c667201fc1ddd5cea5bf784"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","968","detachment","true","true","2.945","76e86543fbc63b5df5affc3545b91a52d95028b938542ac4961bb563913f1467"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","969","empathy","true","false","2.345","b25221e7f2a8c0bfcce2f702c5815abfe46bbf8e6416636d2c541e63d42e42b3"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","972","detachment","true","false","2.780","972482fa6c18ed2aaf92f6508f98d1d33e6808e8173d55ee4bb970208be02499"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","973","empathy","false","true","2.045","e957d5674850c32e1dbce5bd35726214ed15d6133a27f59ae6c2243942cfba60"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","974","detachment","true","true","2.890","e6f2f815c3db81ea2b5436a59f3b4efea2f2139216c7b619d0cd90f7fc78afc6"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","975","empathy","true","true","2.945","4aaefc95c15e7443dd04c43226a409080980b11fb671501aeed1b3a1cc9bc02a"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","979","empathy","false","true","1.335","dde6e0ceb0133be7d503813be1abc1bd85b313ed5f7a3092c75f82dae2a4a5d2"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","980","detachment","true","false","2.835","2325bf116214f270c938540e6f44cc51d7b936fb786af4434cde15341febc4b8"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","981","empathy","true","false","2.090","fa1d76a734c4d7b92a3c533b50b979f0cef8f572ffaf929095c3b6acb4d11050"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","986","detachment","true","false","2.890","39f79749ca7f78327098749865cddc51f87acee361a68e7f4de5811fc3467f13"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","992","detachment","false","true","2.945","3b14dcf177219c742d9f67ba9949b72aead87e4479802cdae23951dfb07f572e"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","996","detachment","true","true","2.890","0e105cf1d587897a4db86d822ed719b90e32955e0d4ee5cb3e2672d70f5cf17b"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1002","detachment","true","true","2.890","7d118c1e11c442b19fe77e18a34b12b1afc6ca0775ae3549979b9c8aedbf9a1c"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1003","empathy","true","false","2.400","91edea25ca61c4c750ee39527b9cfecfe0a0584eccdcf5bb898ae97c60985935"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1007","empathy","false","true","2.290","daff3304e2a32f83a95e6fabc6407ec17a6aa89600c7e12272a8f69b3230c2b8"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1009","empathy","true","true","2.290","3a511b5fb0516b214cc26f0f5b333b6fb112870460be6272114c8daf173fbfaa"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1013","empathy","true","false","2.235","f82a4d31f0b48329d2d537f1c443521e6cd980460607899c09bf23dc4b094d6e"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1014","detachment","true","false","2.670","47af7dfa8aad7315138f16ef1eeae7f357ce23a8954e7940ad3519fbdca75984"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1022","detachment","true","false","2.890","2cd64e745c7d29e3e47fcadec0225f1a55fb07ed4a2e0fb8caa893c84c110e56"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1025","empathy","true","false","2.945","e86b189886837dca8cbf76032b089d06f78d42dc61f2578334934da713cc7688"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1026","detachment","true","true","2.780","9dd841576144795dbdfc74e5c8ec13cbab5a8673fae343ca0e09ee93302c3e9b"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1028","detachment","false","true","2.890","eadb2bd64f85ac8c11c36c85f9e67b61310f1086e8c46e9d4fce847eba207eae"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1029","empathy","true","false","2.180","ddf732a23e251f0c0f9e05ed29dd15d3ab914cc5f1379be751d0da1a8f5729a4"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1037","empathy","true","false","2.235","5dedd13ee6ad20d123e4ecaf66e99f24ec441ce003d9f708377470fac34ce991"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1043","empathy","true","true","2.670","8380994b4597b32325a1679f84bebcaf5e9f6031124c812839d349b7e0b16ef5"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1046","detachment","true","false","2.835","639c00304880aa657d62bd47e236dd6e16da96977f856f6a4f42932b9fefec00"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1047","empathy","true","false","2.400","eb25ca720f03ad5ffa622c15882c432ec1b7618657e120269653c16cb1243bed"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1053","empathy","true","true","1.990","058c8669af79472e7f286e64296cf8ffbbb9562ae9ce3f87f766966bd5e43642"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1054","detachment","false","true","2.945","4b8e5b3e28eda503951df11076645b0086ea3dce4d27ce497f45c62d1f0fba5b"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1059","empathy","true","true","2.180","f63881d4e308e748b38d62a27513ce76a613f2eb88dd88a1956d282da898ce5c"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1061","empathy","true","false","2.290","f9672b57a797abdea91c76e5bf66d986df28134387be0ed52e2c02d68029e679"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1062","detachment","true","false","2.890","725c5c86e82e139fca38efa3f55b5bdebaf7e68dedd75d9c889bfe38b1562d7d"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1065","empathy","true","true","2.345","29c71a586dcde0e4d2b5fcb398d24530a30ac4e9fa132d31e4a179371d800441"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1067","empathy","true","true","1.500","1df1d775cdaa5a1d7e35f1493e405ec4f62a06073fd0a7a8a5d8dd87ff5ab6dd"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1071","empathy","true","true","2.125","42acc8f47ad922e07bd13531ad67aeaf2a6ad073f818bdfe1478db5835fd6e85"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1072","detachment","true","true","2.945","ab23ebcfcd59d652cd0260d37fc3eed8be4c9acfe262c0f1111f2034d9723c27"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1073","empathy","true","false","3.000","c9f0c365fd1522130f1956d15a54384290a09829f434b45cd174da073e1bfae2"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1075","empathy","false","true","1.445","24ccf5f58f80209c8fcf9dd598ba49451e6b995b42dd2432a1eb8987685dab8d"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1077","empathy","true","false","2.235","4b28cad43cd8a5aa69ead5eacafb090b3a0e1df40fd321e209768f81dd36c28d"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1078","detachment","true","true","2.100","a0c663f66b4a5ee4b3ac8e07aae12cee4efeeb11be9e6363c69e8cca12427e74"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1079","empathy","true","true","2.890","21b3429ac698682b1ce99dc9fd0ba0f7e27c14ad1e6d94704e4e5a3a7954bd3e"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1080","detachment","true","true","2.890","6e0efb5bb32d7d18ea5b6e28f677850df9cb1226621e72be186db0c3cd9b33f5"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1082","detachment","true","true","2.835","dd78807cad92bcb61590f7c4c46b9614aaa2c79912e1a9fb273d0e33d8506aa3"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1087","empathy","true","true","2.290","71e4221f3f9ea0648d5730dacb03a8e9adaff35194338aeeac05b9aeea901834"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1088","detachment","true","true","2.045","cc002b150a33732776231803ab8e6aadea29d05667eb0009b83fb6cc24cdc583"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1090","detachment","true","true","2.945","022cbcd1a880feabc6f0d7411644c275989e3e6079b94d9bcc37cd70e4dc3b31"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1091","empathy","true","true","1.545","3d0e597d0832f61395d2106d29acac13d0539b832f2c9970d85df2a3272d1b35"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1092","detachment","true","true","2.700","d10209490161efa771a6e1d2d9d60456681a07e65b7fed71b59a73cc8ffe25f1"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1095","empathy","true","true","2.235","4f2f2d5bccb54f0c7ae93efe058e81cd7020d506803946f2b1a1254a022a6a76"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1098","detachment","true","true","2.780","135591a3690e27afc0ebeac970d2eedee544febcb6f76a0b359fc52c4680cb00"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1099","empathy","true","true","1.300","c6b41e54075a6c08ed9d83fb69e5336f6b671e275f35786696bf0c9833b817dc"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1100","detachment","false","true","2.945","f3121f9f67e162d7f63eb4a5fe7749077808255352c0b5a1b3d63ec0bc43c41a"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1101","empathy","true","false","2.345","999e294b736f0f30172fcd89559170c3a55803a97c0f978bb5955207474a81ff"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1108","detachment","true","true","2.890","bfa85bcb144987e2f785c780546a3aa76f417afae113e18c52c9cb3700571c11"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1109","empathy","true","false","2.180","b50141ffb257a8d98084b63e6e1f22af0714fa4729de6358fa0a34b2a92514cc"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1113","empathy","true","true","2.290","e7021dbccd6fc4d26eb2a1f3b0c73892de576fb568ef2e5fd35ec00f0aafd84b"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1115","empathy","true","false","2.400","17bb8cdc8ff298a28959741ad64f7aedb2dbf075c991db58b6cbad2d7fa5ed59"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1116","detachment","true","false","2.890","f7d16694877a715528662d77a4064c68354f785a26797922305850e6e5df6db4"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1118","detachment","true","true","2.890","867da2a9df23ada5fcadb0f112e10cc640a0317b96dc6057dfee5abbba9d3f91"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1121","empathy","true","true","1.335","43ac8581ef13bc40a781fe27734b51c2e9fc9b9843544a22a6b30257c6ddbc64"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1126","detachment","false","true","3.000","d944de92aaa628b6b58f192acd0c4681f297a0072797db3f681c0774a59840a2"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1127","empathy","true","false","2.400","437594cd33588e64a1a6d8461a60d857969a31830f480966b5f6054e1ba632df"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1134","detachment","true","false","2.780","9491efe5dc2210f8be60577469624ab7f3489f0d433ceccd8b8ccc5dd585f775"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1136","detachment","true","true","2.890","ae20de08605aa9c236558d55040c4c7658ea928573567a713c2f1bc13a978817"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1141","empathy","false","true","2.345","5aa00e80dcc051a006922960aca730585aa63ef13ca7aa9d8d657158cab9bcfe"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1142","detachment","false","true","2.045","9dd513e587a5d8033ec4df8218f7c2c8dbecbe711f5b23d71132d8d044a6b914"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1144","detachment","true","false","2.945","072f79ea2a51df852c9af3194d899d63b1cdb293cf3f8ddc9e38cf9954e41b42"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1149","empathy","true","true","2.180","5592e6284cb24cdb84a5f6f0bb1a72ca3fcaf65ecb709aa562d3d25a6a8dc087"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1154","detachment","false","true","2.890","476552beea99218b4042af7893d23192a201b806a7b0b10b7406738eed33177a"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1159","empathy","false","true","2.180","06bef073e5400d6263e2b7e8012d5259e9fba7128a281c6335bacc0167732473"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1162","detachment","true","true","2.945","3253b0ca77370ce8b78867152d94fb4ccc1aa4fd9eb8e1d91b16da6a8eae1694"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1163","empathy","true","true","2.290","993043b205cdee65fab99856faf82c282c6938443e5253784870ebc32c14592a"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1167","empathy","true","true","2.400","7151614e3eb1bea00b64ada2851a32b3d9689cd11da40cdc83bec69b2857b9a3"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1172","detachment","true","true","2.890","faf75f14d4c4967a49d0fbf0a8d2176bed3917e6805fa93fcbbb61de53a20e07"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1175","empathy","false","true","1.390","ceb86b4774aa20e91138c6bef32ed3b46b6c780ffa287459a6cd845539aaa18f"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1180","detachment","true","true","2.505","5099663e9fe36a07a90a3803bdc1925cbad1ebd0b7a85216fa04730343927873"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1181","empathy","true","false","2.235","9322f3c783a88caede8058d0e201430658d991e1029a208244711f51cf182713"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1185","empathy","true","true","2.400","808cb08e4a5807b6cf6ed5aea480f0af4b20286cf3e31da022ae23a7024f1f3d"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1187","empathy","true","false","2.345","b97bd66f9c4f35d73e55e6a56160093c97964db8e77b02539b1bc93b20952150"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1188","detachment","false","true","2.945","a1e534c42d814d833ba554e80416794baa82cf358d68f6190366ba5808ecb69f"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1190","detachment","true","true","2.835","3e2edc7e60168c4ca578b820c5dda41ec219e27455d2bc8f0ebb5c2e2a652e12"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1196","detachment","true","false","2.100","e1c7e990ab2730be978aaa3a5b571ba56f74336b0468e11f99e43e6de207b994"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1198","detachment","false","true","2.890","317a220ebf2f5fab6b537ed38be94d1e459a10510e5bfc532a1754fbe01952b8"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1199","empathy","true","true","2.945","0cb6c0361ab554072c284fa7365f90cb2c9414e9549116c30132839c8d8f194d"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1203","empathy","true","false","2.945","f35e5387f6a43928d625fe08ffd9465130e58fde27adbcb109f9e0442542bf12"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1206","detachment","true","true","3.000","ca1118a06cabf730e9ac5495b805dce1de31ecb33625f5e0968a7db878e7d5b1"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1208","detachment","true","true","2.835","532d17d7d790830bbc7557d255ffcd8b334b1df02ffa394fee4bf609c0a45084"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1209","empathy","true","true","2.670","351fcb7af3a4e67dcaf1814e8a31b58cf3c24a3038593b2e0901a3053dd1f125"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1217","empathy","true","false","2.345","e34ee9ad1e65564d67eb2c652795e468ece70903fcb0d0dae92cafc148eeb96e"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1224","detachment","true","true","2.890","2a0417b831b4ec1ea667df508364847fa0608aac879b4b616b53dec65b91ebca"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1226","detachment","false","true","2.780","10e50c0d82e20e0c57c1b8af1f960c2ac6e89baa1de672253b323708a2ceabd5"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1231","empathy","true","true","2.070","cbeb95bfaf53043daa089280e24565e9ebef5f97f959022e028ed92adcf2f4ef"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1234","detachment","false","true","2.670","095f22482d6ff4b224d355e9cc2df3f6ecba269332f56b65e548a2d746d5933c"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1235","empathy","true","false","2.180","4d1c99aa691998618c07c6552c7a3ff9010917de160b2c006b5130d639db2702"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1239","empathy","true","true","2.290","d359acf8338b5c61a500746ce6534c8cb544274295ee758c650fca092c848b2c"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1242","detachment","false","true","2.890","06495bd9a759c101389dd8434ab431c84b202bba17a086b0489c6d59021ce404"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1244","detachment","true","true","2.835","08a103931cde03519fb54527baa0581ce99774ec09e704349dfe7424d5dca4a8"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1249","empathy","true","true","3.435","d5422f3dda26f2c2c50e5dceae9944c5ad5e131a6b16b1aa310b0a367fffded5"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1253","empathy","true","false","2.235","e683a341aa3bfec449309f68645214d296c6e1efafc563745e0c0f538e5ec61a"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1257","empathy","true","true","2.290","5337f4d5a293f054f3dbd6c995effb9a6f934192d4348c6a3502c723efb76b87"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1259","empathy","true","false","2.345","751fdb61f1738e65a55ce8a26e78884518d011d01952e5e943fe019e0d4e392d"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1262","detachment","false","true","2.945","c0ace131333a51131b2848be8334e74045206e3a87e5847ee29046629cf6f06a"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1263","empathy","true","false","2.235","05487a6bab90f2573a51a2e600fbcc14c051d05cdae38a865653d8d30ef3e07c"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1267","empathy","true","false","3.545","f4299f92b1c3da11ef660b010b591d1cee572eefdc16063322becf72e5bade62"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1268","detachment","false","true","2.045","77d44c1c7e27496a40a4979d75a150e581ce6a46d28f067f37fb145375bcd8db"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1272","detachment","true","true","3.000","5e3543c02a7032d439104981d0b965236ebb6c659ce033a6bc249bbe3ba41f42"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1277","empathy","true","true","2.345","1134f60468acc10e30dc4edd6a1cbd8ac19e2fd1dc88e322b6df43a9c0de0375"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1280","detachment","true","true","2.835","53e050c5d99c6c61b427fa2ed0dd01c5fa663b7d21b0f6479af3ec6cc3a76d75"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1281","empathy","true","true","2.235","8133c44798149fe55613bc00af915deab4d30d03edda6c93fbd0e7a712afbf85"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1285","empathy","true","true","2.890","147e4ca99b855f65b7343efafcc33e22911b48c001a8830b4ab5a3e4473f7d94"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1287","empathy","true","false","2.125","a0ab0ae694c7bc05dac16c1f3ec31a7a459143f01285568163b54e7ea2368d7a"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1290","detachment","true","true","2.725","71c9bf4e3511c8bb39a3ad889fc351943300177cd5e3303b54275dc9887b4479"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1293","empathy","true","true","1.600","8caa506f5ffd0ec0c9ba379cb0d4c82ea909165c620f9871a704003bb4d452c8"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1298","detachment","false","true","3.000","287d7dc2990662267b0043e9f69cd85aa1a0428932f65d45d13ade7b179e5085"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1303","empathy","true","false","2.890","0be0d240d500b08aa4d9f388586b70451044fa57e3b48236eab4b9bca43852a9"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1308","detachment","true","true","2.945","a1551e61a202a606002a4d2f17de6b840c4ec69484401d83f3158392ad4b8ddd"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","1311","empathy","true","true","2.180","21023c20b11461c28ae803f9684d61bb83cedd18c6ff9734e02bcc854b3168a3"
