"axis","pole_direction","pole_label","strength","source","question_text","source_pool_file"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 534","I routinely keep a list of personal achievements and review it for motivation.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 515","I tend to choose my battles based on what matters most to my own goals.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 546","I routinely visualize my own future success and make decisions to bring that vision closer.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 522","I routinely research and pursue opportunities that specifically strengthen my resume or portfolio.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 159","I feel most alive when I am working toward my own aspirations.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 582","I routinely opt for premium personal experiences—travel, dining, learning—because I believe I am worth it.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 552","I routinely protect my focus time even when others express disappointment.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 536","I find that traveling alone to pursue my own interests is more fulfilling than compromising on a group itinerary.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 510","I routinely audit my commitments and drop those that no longer serve my personal direction.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 591","I routinely choose solitude for deep personal work over collaboration that dilutes my focus.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 572","I find that maintaining a wish list of things I want for myself keeps me motivated.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 564","I routinely assess whether my current role still serves my personal growth trajectory.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 558","I routinely document my own accomplishments so they are recognized and remembered.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 588","I routinely ensure that my personal brand is visible, polished, and intentionally cultivated.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 528","I routinely calculate the return on investment for my personal time and money.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 576","I routinely prioritize my own deadlines over requests that come from others.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 518","I find that decorating my space exactly to my taste improves my daily mood and output.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 570","I routinely upgrade my skills specifically to increase my market value.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 516","I routinely treat myself to experiences and products that bring me personal joy.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 568","I feel that pursuing mastery in my chosen field is worth more than diversifying my efforts for others.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 291","I hold the view that the person most responsible for my well-being is me.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 470","I find that saying no to requests that dilute my focus is one of my most valuable habits.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 523","I believe that the time I spend alone working on my goals is among my most valuable hours.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 583","I believe that my most important competition is with my past self, and I intend to keep winning.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 577","I believe that assembling a life that reflects my personal values and desires is the primary task of adulthood.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 540","I routinely stockpile resources—savings, knowledge, connections—for my own future use.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 513","I hold the view that personal ambition and drive are qualities to be proud of, not downplayed.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 556","I feel that refining my personal aesthetic—in everything from clothing to home design—is a worthy pursuit.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 560","I find that building a strong personal financial cushion gives me more confidence than anything else.","axis2-self-orientation.json"
"Self-Orientation","self-focus","Self-Focused / Ambitious","strong","baseline row 194","I feel that it is healthy and right to put my own needs first in most situations.","axis2-self-orientation.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 5","I feel uneasy when I don't have a clear plan for the week ahead.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 119","I use tools like spreadsheets, project boards, or apps to keep my life organized.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 193","I review my calendar at the start of each day to set my intentions.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 505","I schedule specific times to check and respond to messages rather than staying reactive.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 21","I rarely miss a deadline because I build buffer time into my schedules.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 41","I track my progress methodically to ensure I'm meeting my targets.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 37","I feel uncomfortable starting a project without a clear outline of the steps involved.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 9","I find deep satisfaction in checking items off a well-organized to-do list.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 25","I review my goals regularly and adjust my plans to stay on track.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 79","I proactively organize shared spaces and group projects because order enables progress.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 149","I create backup plans because I know that primary plans sometimes fail.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 59","I am the kind of person who reads the manual before using a new device.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 317","I schedule thinking time into my calendar rather than leaving reflection to chance.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 165","I feel more in control when I have a plan, even if it needs to be adjusted later.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 11","I make it a point to arrive early to appointments and meetings.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 1","I keep a detailed calendar and refer to it multiple times a day.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 87","I approach important decisions by gathering information and analyzing options systematically.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 15","I consistently set long-term goals and build step-by-step plans to reach them.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 199","I maintain an archive of past work so I can reference and build on it.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 125","I invest time in building habits that will pay dividends over months and years.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 109","I lay out my clothes, pack my bag, or prepare materials the night before.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 173","I systematically review and update my plans as new information becomes available.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 191","I take pride in my reputation for dependability and follow-through.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 129","I feel a genuine sense of accomplishment when I execute a plan exactly as designed.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 161","I keep a journal or log to reflect on my progress and hold myself accountable.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 575","I maintain an orderly queue of tasks rather than juggling them all at once.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 155","I sequence my tasks so that each one builds logically on the one before.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 163","I think of my future self as someone I am actively building conditions for.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 143","I find it satisfying to bring order to something that was previously disorganized.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","mild","baseline row 145","I take a methodical approach to learning new skills, following a structured curriculum.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 339","I protect focused work time by blocking it on my calendar so no one can interrupt it.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 297","I keep a running list of things I need to remember and review it regularly.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 365","I value knowing exactly where I stand on a project at all times.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 263","I schedule regular maintenance for my car, home, and other possessions.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 369","I consider multiple possible outcomes before committing to a decision.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 357","I think about what tools or supplies I'll need before starting a project.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 315","I write down lessons from each project so I can apply them to the next one.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 321","I update my to-do list throughout the day as new tasks surface.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 383","I schedule appointments with buffer time between them to avoid feeling rushed.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 259","I think of my daily habits as investments that pay dividends in the years ahead.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 233","I feel responsible for creating the conditions that will lead to my desired future.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 253","I create project timelines with specific milestones and check-in points.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 299","I am careful to manage my energy across the day so I don't burn out before evening.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 373","I maintain a reading list and work through it systematically.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 241","I prepare for meetings by reviewing agendas and relevant materials in advance.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 327","I keep a master list of all ongoing projects and their current statuses.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 313","I keep a log of what I accomplish each day to maintain awareness of my productivity.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 257","I prioritize long-term wellbeing over short-term pleasure when the two conflict.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 341","I return borrowed items promptly because outstanding obligations weigh on me.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 279","I value predictability in my daily routine because it lets me focus on what matters.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 231","I maintain separate spaces or systems for different areas of my life to avoid confusion.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 427","I account for travel time, transitions, and setup when planning my schedule.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 221","I practice important skills repeatedly until they become second nature.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 275","I design my workflows to minimize friction and maximize repeatability.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 273","I feel a strong pull to finish what I start, even when enthusiasm fades.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 331","I establish naming conventions for my files so I can search for them easily.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 345","I maintain version histories of important documents so I can revert changes if needed.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 261","I feel uncomfortable when I leave things half-finished at the end of the day.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 429","I use consistent formats and templates for recurring communications.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","moderate","baseline row 415","I keep a record of decisions and the reasoning behind them for future reference.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 521","I clean as I go when cooking or working on a project to avoid a big mess at the end.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 409","I tackle administrative tasks on a regular schedule so they never pile up.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 559","I use a decision journal to record significant choices and revisit them later.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 463","I finalize plans early to give myself and others time to prepare.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 435","I leave detailed notes for my future self when pausing a project mid-stream.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 563","I plan my week on Sunday evening so Monday morning starts with clarity.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 569","I develop contingency plans for critical tasks even when things are going well.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 593","I rotate seasonal items in and out of storage on a predictable schedule.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 533","I set recurring calendar events for tasks that need to happen regularly.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 447","I compare my current progress to my original timeline to gauge whether I'm ahead or behind.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 583","I calibrate my effort to the importance of each task, giving more attention to high-impact work.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 507","I weigh the trade-offs of a decision on paper before committing.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 525","I keep a maintenance schedule for equipment, subscriptions, and recurring needs.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 97","I feel most confident when I have rehearsed or prepared thoroughly for an event.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 553","I practice new skills in a structured, progressive way, building from simple to complex.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 403","I devote a fixed portion of my income to savings regardless of circumstances.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 529","I use project management frameworks to coordinate complex work.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 425","I break vague goals into concrete next actions so I always know what to do next.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 483","I invest time creating systems that make future work easier even if setup takes a while.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 485","I treat my calendar as a binding contract with myself.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 439","I prepare agendas before any meeting I'm responsible for.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 187","I am the type of person who always has a five-year plan or long-range vision.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 433","I establish personal policies for recurring decisions so I don't have to deliberate each time.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 511","I build transition rituals between activities to stay grounded and focused.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 473","I think about what skills I'll need in the future and start developing them now.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 577","I resist starting new projects until current ones are at a natural stopping point.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 431","I track the time I spend on different activities to understand where my hours go.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 549","I verify that backups of important data are running correctly on a regular basis.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 325","I pre-read materials before classes, workshops, or events so I can engage more deeply.","axis4-conscientiousness.json"
"Conscientiousness","conscientious","Highly Conscientious","strong","baseline row 535","I compare estimated time versus actual time on tasks to improve my planning accuracy.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 88","When facing a decision, I often go with my first instinct rather than deliberating at length.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 46","I eat when I'm hungry and exercise when I feel like it, without a fixed schedule.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 228","I shop and pack based on what occurs to me in the moment rather than from a list.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 92","I find budgets and financial plans too restrictive and prefer to manage money intuitively.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 114","I tend to wait until the pressure of a deadline sharpens my focus.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 2","I prefer to let my day unfold naturally rather than follow a rigid schedule.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 534","I do regular tasks when I remember them rather than relying on calendar prompts.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 32","A messy desk doesn't bother me; I know where everything is in my own way.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 458","I run errands as they occur to me, sometimes doubling back, and that's fine by me.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 100","I tend to work on whatever grabs my attention rather than following a priority list.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 526","I deal with maintenance needs when they become apparent rather than on a schedule.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 40","I prefer to dive into a project and let the structure emerge organically.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 8","I trust my gut instincts more than any amount of advance preparation.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 276","I redesign my approach each time I encounter a new problem rather than applying a formula.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 38","I often start projects without a clear plan, trusting that the path will reveal itself.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 204","I'd rather commit quickly to a direction and learn from the results than test endlessly.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 454","I pay bills and handle obligations when I notice them rather than setting up automation.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 570","I focus all my energy on the primary plan rather than diverting effort to contingencies.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 594","I swap seasonal items when the weather actually changes rather than on a set date.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 110","I throw things together at the last minute and it usually works out fine.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 72","I prefer trips where I can wander freely and discover things without an itinerary.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 302","I prefer to speak off the cuff because rehearsed delivery feels stiff to me.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 396","I blend research, creation, and revision together fluidly rather than working in distinct phases.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 544","I reconnect with people when the impulse strikes rather than tracking our last contact.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 48","I prefer to keep my options open rather than lock myself into a specific course of action.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 166","I feel more in control when I'm free to react to what's actually happening rather than following a script.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 260","I think of each day as its own self-contained experience rather than an investment in the future.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 6","I thrive when I can respond to whatever the moment presents rather than sticking to a predetermined path.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 362","I let the scope of a task reveal itself as I work rather than defining it upfront.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","mild","baseline row 168","I often have multiple projects going at once and move between them as my interest dictates.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 74","I trust that I can handle whatever comes up, so I don't waste time on contingency plans.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 106","I respond to messages when the timing feels right, not according to a self-imposed schedule.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 274","I feel comfortable dropping a project when my interest shifts to something more compelling.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 350","I negotiate and make requests without scripted fallbacks, adapting to the flow of conversation.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 298","I trust that the things that truly matter will stay in my mind without a list.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 150","I rarely make backup plans because I trust my ability to improvise if things go sideways.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 234","I focus on creating the conditions for a great present and let the future emerge from that.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 90","I learn what I want to achieve by starting to act, not by planning in advance.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 310","I send emails as soon as I write them, trusting my first phrasing is good enough.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 314","I gauge my productivity by how energized I feel, not by a tally of completed items.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 354","I share information as I learn it, refining my understanding in conversation.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 184","I prefer to move fast and fix errors when they surface rather than reviewing obsessively.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 194","I start my day open to whatever feels most compelling rather than consulting a schedule.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 130","I feel a genuine sense of accomplishment when I navigate an unplanned situation successfully.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 224","I value speed and momentum over precision in the early stages of any effort.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 70","I get bored when a process becomes too routine and look for ways to shake things up.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 254","I avoid detailed project timelines because they rarely survive contact with reality.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 142","I hold my commitments loosely, knowing that priorities shift and flexibility matters.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 124","I like to try a different approach each time, even if the old way worked.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 288","My sleep schedule shifts depending on what I'm engaged with; I follow my energy.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 192","I take pride in my ability to think on my feet and handle the unexpected.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 280","I value variety in my daily routine because it keeps me mentally sharp and engaged.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 262","I'm comfortable leaving things unfinished, trusting I'll return to them when the time is right.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 80","I'm comfortable with ambiguity in group projects and trust things will sort themselves out.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 358","I start projects with what I have and acquire tools as the need becomes clear.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 326","I show up to learning experiences fresh, without preparation, to keep my perspective unbiased.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 240","I reschedule plans without guilt when something more important or interesting comes up.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 66","I work in intense bursts of energy rather than at a steady, measured pace.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 198","What some call procrastination, I experience as waiting for the right moment of clarity.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","moderate","baseline row 324","I head out the door and figure out what I forgot along the way.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 364","I keep working when I'm energized regardless of what my schedule says, and rest when the energy fades.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 460","I know a project is done when it feels complete, not when it meets predefined criteria.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 188","Five-year plans seem pointless to me because so much changes that they quickly become irrelevant.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 486","I treat my calendar as a rough suggestion that I adjust throughout the day.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 514","I focus on the conversation during meetings and trust the key points will stick.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 390","I let each morning develop its own rhythm instead of front-loading priority tasks.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 438","I notice expired items when I happen to come across them, not on a set schedule.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 372","I ramp up effort as a project progresses, letting early stages stay loose and exploratory.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 370","I commit to a decision and adjust quickly if the outcome isn't what I expected.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 374","I read whatever catches my interest without following a list.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 476","I handle commitments as they surface throughout the week without a formal review.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 34","I'd rather try something immediately and learn from the result than spend time planning it out.","axis4-conscientiousness.json"
